,Unnamed: 0,starttime,endtime,text,question
0,0,3.01,17.01,okay um should i start again okay uh uh back to this tennis racquet okay um uh so you've you've have you ever played tennis,19f/
1,1,20.8807,21.9007,uh how old were you,19f/
2,2,24.63426,25.39426,high school,0
3,3,26.06582,27.83426,uh was this like a one time deal,19f/
4,4,35.87426,39.05426,ok do do uh does anyone in your family play tennis,19f/
5,5,47.2106,58.47909,okay um alright uh how many roommates do you have,20/
6,6,61.75536,62.87372,two what are their names,20f/
7,7,66.66338,71.85338,nigeria and zach um alright um where's nigeria from from,20f/
8,8,74.29338,78.92356,hm what ethnicity is nigeria it's an interesting name,20f/
9,9,80.03043,86.43356,huh hm hm sound very reasonable over there,0
10,10,87.25356,88.8555,um ha,0
11,11,91.62124,93.60779,ha ha that's awesome,0
12,12,96.90008,102.54008,oh interesting oh interesting ok i i have a friend zack who's also egyptian,0
13,13,98.39008,104.21364,oh interesting ok i i have a friend zack who's also egyptian um,0
14,14,106.23287,106.59285,no,0
15,15,108.18285,120.38393,um but no that'll be that'll be cool um um hm hm who was the last person you were in a physical fight with,12/
16,16,153.99673,154.60005,yeah well,0
17,17,155.27695,156.71548,i mean i don't i don't wanna p-,0
18,18,157.78968,158.31943,okay,0
19,19,159.5555,160.04595,i mean,0
20,20,160.87595,163.42595,i mean i don't i don't want to pry to much here but but i mean like,12f/
21,21,163.42595,164.63595,ha,0
22,22,164.63595,169.32724,ha but but i mean like how does this kind of thing start like is it like uh,12f/?
23,23,189.70515,190.16132,okay,0
24,24,218.32661,220.04687,okay ha,0
25,25,221.50367,225.0353,yeah i mean uhh were you guys ok after that,12f/
26,26,227.1937,227.4637,ok,0
27,27,227.9837,228.5137,glad no,0
28,28,228.6437,231.37825,no like longstanding ill will or,0
29,29,237.59066,243.23228,okay okay um alright do do you own an e reader of any kind,11/
30,30,245.6743,248.01469,no um why not,11f/
31,31,267.21586,267.69123,mmhm,0
32,32,280.21586,280.53778,yeah,0
33,33,282.81862,283.36308,yeah,0
34,34,289.47627,291.69825,eh uh what are you reading right now,0
35,35,294.00925,294.40656,yeah,11f/
36,36,300.77843,301.98507,mm not familiar,0
37,37,303.28332,303.87193,no,0
38,38,306.4841,306.83726,yeah,0
39,39,318.61292,319.49186,mm hm,0
40,40,324.41519,328.36186,okay um do you remember how many pages it was,11f/
41,41,335.55186,337.19186,sounds completely plausible,0
42,42,337.19186,339.7244,alright ha,0
43,43,347.10186,347.60186,yeah,0
44,44,352.64595,353.68595,i know,0
45,45,354.62443,355.63595,is it,0
46,46,358.46507,359.4657,i don't know,0
47,47,366.01204,366.51236,ha,0
48,48,366.83609,367.51781,that's,0
49,49,367.51781,368.63133,another frame yeah,0
50,50,376.96176,377.56508,yeah,0
51,51,379.01781,383.41781,okay okay um have you ever bought anything on ebay,10/
52,52,386.60705,388.03781,um what'd you get,10f/
53,53,410.71876,411.46923,ha,0
54,54,432.48173,433.40215,ha,0
55,55,458.612,459.0976,mhm,0
56,56,465.86349,468.91569,alright um have you ever tweeted,9/
57,57,471.70033,478.3649,never tweeted um well do you have some kind of moral opposition to tweet- twitter,9f/
58,58,508.22696,508.90646,okay,0
59,59,517.79459,518.39791,okay,0
60,60,519.19696,520.40723,wh- wh- what is your job,f
61,61,521.26696,522.14696,i,0
62,62,526.1988,526.66968,oh,0
63,63,527.84689,548.65519,hm thought that was for me i was i was getting like uh whew thank god um okay i guess probably that wouldn't involve too much tweeting um that's true um,0
64,64,567.9075,573.85473,hm um hm did you ever cheat on a test in high school,24/
65,65,578.76245,580.52162,uh what was the test,24f/
66,66,608.32644,608.76789,mhm,0
67,67,630.71424,631.39114,mm,0
68,68,637.40854,639.89854,do you remember what like what what were you looking at,24f/
69,69,662.19476,662.82751,mhm,0
70,70,674.22101,676.39884,ha,0
71,71,676.39884,678.47366,should've studied harder oh boy,0p
72,72,678.47366,679.50372,ha,0
73,73,688.33705,689.11695,okay,0
74,74,694.19304,694.53304,yeah,0
75,75,695.95304,696.28304,well,0
76,76,696.56823,698.20304,i i hope you did well on your essay,0
77,77,699.95223,700.77627,ha,0
78,78,705.60614,707.82304,um did you ever have a cat,22/
79,79,712.09304,712.94967,no why not,22f/
80,80,733.87357,734.64801,mm,0
81,81,745.92545,751.31378,wait so i'm sorry so so there was like a family cat ha,22f/
82,82,754.63938,755.19191,okay,0
83,83,767.4752,771.14633,ha,0
84,84,775.14983,775.49983,yeah,0
85,85,778.20225,778.74983,i i,0
86,86,779.02983,779.19983,i uh,0
87,87,779.38468,780.14987,ha,0
88,88,780.42945,786.50803,hey i i had hamsters yeah ha ha,0
89,89,787.42803,789.90803,um ok do you have any pets now,22f/
90,90,792.20959,797.39803,oh that's too bad i mean like a house full of animals then,0
91,91,798.51803,798.99803,nada,0
92,92,803.96289,804.12429,yeah,0
93,93,820.13429,820.69429,yeah,0
94,94,820.85605,822.59429,yeah so many people with their like huskies,0
95,95,822.85429,823.99429,and i just feel sad for them,0
96,96,824.82911,825.57958,yeah,0
97,97,830.46357,831.02274,yeah,0
98,98,836.93295,837.28474,yeah,0
99,99,840.86401,842.09474,um where were you born,1/
100,100,846.33374,850.54474,oakland i've never been uh what's it like,1f/
101,101,860.56681,861.79681,ha,0
102,102,891.9687,902.14231,yeah yeah wait is that okay i don't know my bay area geography at all is that is that like does the golden gate go across to oakland,1f/
103,103,912.56676,916.16676,okay okay yeah so it's like to the east,1f/
104,104,917.05676,917.39676,okay,0
105,105,917.73008,918.34811,gotcha,0
106,106,921.53676,924.48098,um and how many years did you live in your first home,2/
107,107,927.82129,930.86676,ten years um where'd you move after,2f/
108,108,936.49654,944.13035,portland hm um so do you remember oakland well then,2f/
109,109,965.49654,967.23231,yeah yeah did you live there long,2f/
110,110,976.06723,976.89723,okay and then,2f
111,111,976.89723,977.27867,you,2f
112,112,979.76723,980.55723,go off to school,2f/
113,113,987.94723,988.34441,okay,0
114,114,990.01723,995.49618,hm um what is your mother's job,3/
115,115,1000.46987,1011.84995,aw um i'm sorry i just thought of my grandmother for a second um same job um and uh how long has she been doing that,3f/
116,116,1039.71566,1045.39661,gotcha so was she was she a teacher before uh you or your siblings were born,3f/
117,117,1046.38918,1046.99249,as well,0
118,118,1058.43935,1060.24222,huh so does she have to,3f/?
119,119,1062.08374,1062.93721,ha,0
120,120,1073.18734,1073.61734,yeah,0
121,121,1076.5833,1079.83461,so did she go back to school then for uh,3f
122,122,1081.36497,1081.95596,be teacher,3f/
123,123,1094.69232,1097.74997,um uh so uh do you have uh older siblings,f/
124,124,1106.25763,1107.34654,older sis sorry,0
125,125,1110.57626,1111.12072,mhm,0
126,126,1113.24111,1115.40113,how old is uh your older brother,f/
127,127,1119.52113,1120.58113,ah and how old are you,f/
128,128,1123.73373,1135.59543,um and what's your dad's job uh what kind of banking ha,4/ 4f/
129,129,1144.50969,1144.94494,okay,0
130,130,1146.98583,1147.94231,ha,0
131,131,1148.20718,1149.57969,ha,0
132,132,1149.57969,1150.68049,ha,0
133,133,1157.43233,1157.91793,okay,0
134,134,1159.74996,1165.9439,um i mean i don't i don't expect you to know your dad's job what exactly is a trust fund like,4f/
135,135,1171.51038,1172.1239,ha,0
136,136,1172.4839,1172.93774,okay,0
137,137,1172.93774,1174.2639,got me i like i know that like,0
138,138,1174.3939,1175.2939,kids sometimes have,0
139,139,1175.2939,1176.61579,trust funds then they like,0
140,140,1176.61579,1177.61614,when they grow up but like,0
141,141,1177.61614,1180.69437,but like i don't know if it like it expands like more generally,0
142,142,1181.44484,1181.95986,like,0
143,143,1199.04262,1199.94024,yeah,0
144,144,1215.15514,1215.67374,okay okay,0
145,145,1219.6468,1220.38255,yeah,0
146,146,1223.42856,1223.92247,okay,0
147,147,1239.06186,1243.96197,gotcha um uh have your parents divorced,5/
148,148,1250.86025,1251.71372,um ha,0
149,149,1252.25927,1253.17168,uh,0
