,Unnamed: 0,starttime,endtime,text,question
0,0,4.61,8.75,hey uh yeah so um well first of all i'll ask you ah where were you were born,1/
1,1,16.89668,20.09668,north how far away is that from uh beijing,1f/
2,2,21.38668,21.79668,yeah,0
3,3,26.51668,27.12865,oh okay,0
4,4,27.29865,28.24865,so pretty far away,1f?/
5,5,30.32865,30.75865,oh yeah,0
6,6,37.33865,41.18774,and is it pretty high far up north in china uh like is it near russia,1f?/
7,7,45.14774,47.29774,and so does it get really cold uh,1f?/
8,8,47.73774,55.28194,yeah um and did you uh did  how long did you spend there before you moved away,2/
9,9,67.61552,69.52552,okay so you went to college when you were sixteenuh,2f/
10,10,80.91588,94.27588,okay yeah that's fine um and yeah so what did what did your mom do when you were in a intr- when you lived when you grew up,3/
11,11,99.79119,101.56119,oh okay what does she teach,3f/
12,12,103.71119,106.6643,oh ok uh okay did you learn english from her,3f/
13,13,114.13597,114.44566,mhm,0
14,14,118.89119,119.47119,mm,0
15,15,121.43119,121.84119,yeah,0
16,16,128.84978,129.41723,i see,0
17,17,138.79978,139.482,yeah ha,0
18,18,139.97978,151.64058,did uh so did she ever you did ever so you never had her as a teacher okay,3f/
19,19,157.35897,157.8235,yeah,0
20,20,158.19205,161.02058,but sh- did she teach at a different school from the one you went to,3f/
21,21,164.59058,165.20325,oh okay,0
22,22,172.50904,173.04772,mm,0
23,23,177.95189,178.17712,hm,0
24,24,178.83772,181.02061,right where where did you go to college,f/
25,25,192.24186,192.52339,mm,0
26,26,195.52172,195.91586,cool,0
27,27,197.94253,199.26574,and what what did your father do,4/
28,28,204.89732,205.22109,okay,0
29,29,213.045,213.35468,hm,0
30,30,215.15649,216.59231,what what kind of small business,4f/
31,31,226.60119,227.09119,oh okay,0
32,32,228.15343,228.43496,mhm,0
33,33,231.24119,231.69119,i see,0
34,34,232.53119,232.85119,was,0
35,35,233.11119,237.10119,and but he was was he ever able to be particularly successful or,4f
36,36,239.32119,240.06119,you didn't think so,4f/
37,37,241.76119,244.18119,um and are your parents still together,5/
38,38,248.15499,248.8166,oh im sorry,0
39,39,255.23348,255.51501,mhm,0
40,40,268.34404,268.73818,mhm,0
41,41,276.5884,276.96847,mhm,0
42,42,290.87257,291.36525,oh really,0
43,43,294.04424,294.61538,that's good,0
