,Unnamed: 0,starttime,endtime,text,question
0,0,5.0292,7.74746,alright so um where were you born,1/
1,1,10.97746,12.45746,uh what part of china is that,1f/
2,2,18.78608,24.11608,okay um how many years did you live in your first home,2/
3,3,30.63175,32.86893,oh where did you move to after that,2f/
4,4,42.71964,43.95964,do you to back to see them a lot,2f/
5,5,49.5074,55.66964,oh two cool um uh what is your mothers job,3/
6,6,61.43234,67.28234,oh cool um is it just like a general newspaper or is it a special interest,3f/
7,7,82.31558,82.84936,ha,0
8,8,85.062,89.792,oh wow um alright what does your father do,4/
9,9,98.44983,100.92254,cool uh what kind of business,4f/
10,10,106.74483,107.22751,mhm,0
11,11,116.36349,116.81573,yeah,0
12,12,127.51638,130.63415,hm um have your parents divorced,5/
13,13,135.08357,139.3525,um mm theyre st- are they still in the house that you grew up in,5f/
14,14,147.52143,147.89764,mm hm,0
15,15,153.35792,157.67184,hm um alright have you ever broken a bone,6/
16,16,166.99354,167.44827,mhm,0
17,17,179.42259,179.91453,ha,0
18,18,182.06118,182.46368,ha,0
19,19,190.83507,191.41645,ha,0
20,20,203.31249,204.02804,yeah,0
21,21,206.30886,207.24802,how old were you,6f/
22,22,212.25688,212.58328,oh,0
23,23,213.53964,215.74519,uh do you have any allergies to any food,7/
24,24,219.03811,219.94749,ha,0
25,25,221.70348,228.35279,oh ok um so uh have you ever stayed overnight in a hospital as a patient,8/
26,26,268.86515,269.24099,um,0
27,27,279.6467,280.66681,that sounds terrbiel,0
28,28,281.52586,283.91508,um have you ever tweeted,9/
29,29,303.31285,307.34285,no i feel the same way um have you ever bought anything on ebay,10/
30,30,311.80243,312.2409,yeah,0
31,31,315.86285,316.13285,yeah,0
32,32,322.54329,322.93754,mhm,0
33,33,325.70069,326.03161,yeah,0
34,34,329.58385,332.95293,huh hey,0
35,35,333.53385,337.33453,uh so you can return stuff to people on ebay i actually didn't know that,10f/
36,36,340.41662,341.67662,oh yeah makes sence,0
37,37,341.94662,345.10662,um do you own an ereader of any kind,11/
38,38,350.08416,351.72416,and what kind of phone do you use,11f/
39,39,355.43314,356.20253,aw,0
40,40,364.40804,364.70586,yeah,0
41,41,366.02126,367.34416,how did you break your phone,11f/
42,42,371.29001,371.60718,ha,0
43,43,373.63877,374.11881,me too ha,0
44,44,380.32024,380.83063,yeah ha,0
45,45,384.24406,384.59528,ha,0
46,46,386.4612,386.71663,yeah,0
47,47,387.59711,390.6855,uh who was the last person you were in a physical fight with,12/
48,48,420.17904,420.73635,ha,0
49,49,435.10429,435.59193,ha,0
50,50,441.25786,442.37246,ugh,0
51,51,444.21662,448.01133,um alright have you ever gotten into trouble with the police,13/
52,52,457.43906,457.90348,yeah,0
53,53,483.91786,484.27847,mm,0
54,54,485.18323,489.73115,ha uh who ended your last romantic relationship,14/
55,55,520.30291,529.27272,yeah um who do you love more your mother or your father,15/
56,56,553.71531,554.3045,mhm,0
57,57,570.23026,570.34047,mh,0
58,58,571.522,572.522,congratulations,0
59,59,572.66844,572.85804,hm,0
60,60,573.01253,573.12489,yeah,0
61,61,573.982,577.33454,um what's the most you ever spent on a pair of shoes,16/
62,62,579.66977,580.62438,yeah ha,0
63,63,588.98609,589.8633,oh my god,0
64,64,613.79067,614.40988,yeah,0
65,65,616.62871,616.98991,yeah,0
66,66,625.09122,629.25371,yeah what makes a pair of shoes worth eight hundred dollars do you think,0
67,67,636.41028,636.73566,yeah,0
68,68,646.866,647.836,yeah,0
69,69,651.8673,652.30982,mhm,0
70,70,657.89343,658.06263,mm,0
71,71,660.68932,664.666,alright whats the last movie you saw that you really hated,17/
72,72,673.67172,674.29646,ha,0
73,73,682.10569,682.67837,yeah,0
74,74,688.92576,689.39431,yeah,0
75,75,692.33933,692.59964,yeah,0
76,76,694.78623,695.61921,ha,0
77,77,711.39387,712.07067,yeah,0
78,78,713.52839,714.25725,ha,0
79,79,715.2666,718.63042,yeah uh have ever gone ice skating,18/
80,80,733.95129,734.57603,ha,0
81,81,737.85591,738.42859,yeah,0
82,82,740.5828,746.7828,falling ice skating is terrible uh do you currently own a tennis racket,19/
83,83,761.07537,761.90835,ha,0
84,84,770.41552,770.75882,mhm,0
85,85,772.67011,773.1825,ha,0
86,86,782.75816,783.76552,uyeah,0
87,87,787.65265,788.04421,mhm,0
88,88,791.91086,792.30242,mhm,0
89,89,793.90055,797.08739,mm uh how many roommates do you have,20/
90,90,817.65825,817.90386,mhm,0
91,91,828.14704,828.56459,mm,0
92,92,836.8172,838.65816,ha,0
93,93,849.06775,849.68179,yeah,0
94,94,853.16816,853.77816,mm,0
95,95,856.2151,856.70633,yeah,0
96,96,857.24668,857.81159,ha,0
97,97,859.03966,860.14492,ha,0
98,98,864.69816,866.90837,yeah ha,0
99,99,867.55816,870.71538,um so what's your major at columbia,21/
100,100,879.93143,884.1254,mhm uh why did you decide to study creative writing,21f/
101,101,936.90766,939.23031,mm um did you ever have a cat,22/
102,102,941.94411,942.6591,ha,0
103,103,946.26975,946.73449,ha,0
104,104,967.79955,968.72902,ha,0
105,105,982.87092,984.05124,ha,0
106,106,986.23167,986.67316,ha,0
107,107,989.10587,989.43924,yeah,0
108,108,990.53594,993.64297,um have you ever watched a person or pet die,23/
109,109,1019.77998,1020.11998,yeah,0
110,110,1038.13032,1038.77904,no,0
111,111,1040.39998,1051.08631,um did you ever cheat on a test in high school ha,24/
112,112,1066.65565,1067.59269,yeah,0
