,Unnamed: 0,starttime,endtime,text,question
0,0,3.01,4.91243,what is your fathers job,4/
1,1,9.88249,11.02427,how long has he been working there,4f/
2,2,17.34922,19.23922,do you have any allergies to foods,7/
3,3,23.93922,24.55304,any foods,0
4,4,31.00917,33.18917,do you own an e-reader of any kind,11/
5,5,44.43832,45.27972,what is the brand,11f/
6,6,54.71019,56.91239,who do you love more your mother or your father,15/
7,7,72.5309,73.24558,and why is that,6f/
8,8,81.03483,81.85483,and that bothers you,6f/
9,9,83.28483,86.16483,so your mother puts you first then her job,6f/
10,10,88.23483,89.28483,puts you before her job,0
11,11,92.19483,93.84483,do you currently own a tennis racket,19/
12,12,96.00483,96.40483,why,19f/
13,13,102.4698,105.40197,did you ever watch a p- watched a person or pet die,23/
14,14,110.8472,112.5572,did you ever cheat on a test in high school,24/
15,15,115.3172,115.83817,why,24f/
16,16,119.87691,121.13308,that was the only way to do it,0
17,17,125.34848,126.03822,where were you born,1/
18,18,134.81667,135.81573,did you go to school there,1f/
19,19,142.72942,143.87009,what is your mothers job,3/
20,20,147.28663,147.95144,for how long,3f/
21,21,155.69101,156.99043,ever b-broken a bone,6/
22,22,159.74101,160.58101,if so where,6f/
23,23,168.29978,169.82978,have you ever bought anything on ebay,10/
24,24,187.60127,188.87272,if so what d- what was it,10f/
25,25,194.76185,195.1306,cool,0
26,26,204.0354,207.27633,got you have ever gotten into trouble with the police,13/
27,27,212.6491,213.76266,are you afraid of the,13f/?
28,28,219.97847,222.37733,what is the most you ever spent on a pair of shoes,16/
29,29,230.65077,231.4901,what was the brand name,7f/
30,30,236.02358,237.36914,have you ever gone ice skating,18/
31,31,242.92312,243.94327,you dont enjoy ice skating,18f/
32,32,252.45437,253.72822,how many roommates do you have,20/
33,33,255.75943,256.54059,why so many,20f/
34,34,269.29147,275.07535,have you ever w- have your parents divorced,5/
35,35,278.18996,278.85477,why,5f/
36,36,284.84299,285.65249,did that hurt you,5f/
37,37,288.0292,288.69547,in what way,5f/
38,38,304.15857,307.88434,hm have you ever stayed overnight in a hospital as as a patient,8/
39,39,312.8715,313.78578,so you're pretty healthy,8f/
40,40,318.03235,319.86235,how many years did you live in your first home,2/
41,41,323.1282,323.82626,why so long,2f/
42,42,336.19521,338.49434,who ended your last romantic relationship,14/
43,43,341.86434,342.36434,yes,0
44,44,347.02692,348.00752,he got tired of you,14f/
45,45,353.88443,354.13374,mm,0
46,46,354.76531,355.94535,were you bothered by that,14f/
47,47,363.5313,365.7813,what is the last movie you saw that you really hated,17/
48,48,372.00625,374.25,no but it wasn't good,0
49,49,380.72933,384.43429,if you attended a uh a college what is what was your major,21/
50,50,392.68963,393.56315,do you like math,21f/
51,51,399.72491,402.27491,you ever tweeted or posted a message on twitter,9/
52,52,406.41491,407.03099,why is that,9f/
53,53,416.98961,419.66961,hm so you're not a social media person,9f/
54,54,421.80961,424.27171,who was the last person you were in a physical fight with,12/
55,55,428.30214,428.95033,over a guy,12f/
56,56,430.73315,431.56417,over a guy,12f/
57,57,446.93807,447.5364,gotcha,0
