,Unnamed: 0,starttime,endtime,text,question
0,0,2.96,9.89,um so have you ever stayed overnight in a hospital as a patient,8/
1,1,12.29262,14.22087,for ah how uh how long,8f/
2,2,16.64262,19.20262,mm so why is that,8f/
3,3,21.49262,31.13592,ah okay so have you ever bought anything on ebay,10/
4,4,33.19592,33.83592,uh why,10f/
5,5,36.81592,42.93592,so how's your income average can i ask that maybe a approximately,10f/
6,6,44.32308,52.85308,uh ok uu so have you ever got in trouble with police,13/
7,7,54.89308,56.13628,for what re reason,13f/
8,8,59.05628,61.60628,uh you rob a what what did you robber,13f/
9,9,65.38628,66.76628,for what kind of goods,13f/
10,10,69.21628,74.97628,are you s- very hungry to steal for food and you don't have any money to buy food or you just want,13f
11,11,75.77628,78.65628,uh the enjoyable experience,13f/
12,12,85.07012,87.56068,um so what's your mothers job,3/
13,13,93.66964,95.15964,so house wife,0
14,14,97.37964,108.43964,is it is she a house wife ah okay so how many hours does she work per day,3f/
15,15,111.30964,114.05964,uh at what time she normally get up,3f/
16,16,119.38875,120.94875,so what's your fathers job,4/
17,17,124.76321,130.73321,hm well can you describe her his job a little bit,4f/
18,18,139.10617,148.61617,wow sounds terrible ha okay uh have you ever gone ice skating,18
19,19,150.61617,151.78617,uh do you want to,18f/
20,20,153.12617,153.67575,why,18f/
21,21,157.4098,165.78503,um k did you ever have a cat,22/
22,22,168.15503,168.63503,why,22f/
23,23,172.64568,183.41003,uh so you you um okay you allergic to okay did you ever cheat on a h- test in high school,24/? 18/
24,24,185.54003,188.20003,uh for what maj- um what subject,18f/
25,25,190.56003,195.31003,you think it hard or y- why did you cheat what's your intention,18f/
26,26,198.78575,203.13575,okay uh for what kind of cheat met method,18f/
27,27,207.6213,212.1913,you just copy answers in your hand so you got answers before the test,18f/
28,28,213.7113,214.4513,how come,18f/
29,29,220.45125,226.80125,so few of of your friends got answers first so that means they take the take test first,18f/
30,30,228.3609,231.5809,so you in uh in your high school they never changed papers,18f/
31,31,236.27702,238.26702,okay so where were you born,1/
32,32,242.16095,246.90095,um new york city so which area manhattan or,1f/
