,Unnamed: 0,starttime,endtime,text,question
0,0,2.82,6.71,okay i just count uh go through the questions one by one,0
1,1,7.61,9.04923,the fi-yeah uh uh yeah,0
2,2,10.03923,13.16923,the first one is uh where were you born,1/
3,3,17.44113,18.03113,xiangxing,1f/?
4,4,19.14113,24.84212,and xiangxing oh yeah i know that,1f/?
5,5,25.61212,29.14951,and what do you think about uu,1f/?
6,6,40.20167,40.49167,uh hum,0
7,7,44.22167,44.60167,sure,0
8,8,45.21167,45.77167,okay,0
9,9,48.38167,48.74167,uh hum,0
10,10,49.54167,55.95167,and the second question is how many years did you live in your first home,2/
11,11,57.94167,58.66167,ten years,2f/
12,12,59.63167,62.39167,why did you live there for ten y- just ten years,2f/
13,13,64.91167,66.28167,yeah i mean the reason,2f/?
14,14,73.18729,73.47687,yeah,0
15,15,80.16899,81.81729,when do you still in xiangxing,2f/
16,16,85.40383,92.41383,and uh is that because the dam big dam in xiangxian,2f/
17,17,93.43383,98.46918,uh uh big dam uh yes xhiangxian oh yeah,2f/
18,18,106.13918,107.14918,just live so you,2f/
19,19,107.21918,114.76811,just live there for ten years oh so you mean that you live in your first home for ten years after that,2f/
20,20,115.07811,117.52811,you make a change and change to somewhere else,2f/
21,21,117.79811,118.50811,is that true,2f/
22,22,118.94811,128.46066,o k mm hm and and what's your mothers job,3/
23,23,129.92924,135.78066,never in which which university yeah,3f/
24,24,135.30066,149.66516,yeah yeah yeah i am very familiar with that,3f/
25,25,159.39793,159.68269,mhm,0
26,26,163.14603,163.47672,mhm,0
27,27,164.84299,165.83793,what's your fathers job,4/
28,28,170.82536,171.17345,mhm,4f/
29,29,183.66987,183.98255,mhm,4f/
30,30,192.5018,192.79768,mhm,4f/
31,31,194.78255,195.02255,yeah,4f/
32,32,195.35255,199.24135,i i know that some some soldiers have to be a certain level,4f/
33,33,204.86255,205.51255,and,4f/
34,34,214.48629,219.81629,uh im not im not sure you maybe at first you said your father is a programmer,4f/
35,35,220.18629,224.74629,but now you said that your father is a lecturer and what is your answer,4f/
36,36,234.3883,234.73639,mhm,4f/
37,37,245.00503,245.47496,mhm,4f/
38,38,249.5191,249.96173,mhm,4f/
39,39,262.6091,263.0137,mhm,4f/
40,40,275.5191,278.6791,mm but he's now a programmer right,4f/
41,41,280.5791,294.65303,and uh in which position in his company because because i think y- maybe your father is over si- fifty and can be still do some programming work,4f/
42,42,305.72303,306.18303,hm,4f/
43,43,308.14303,308.53303,mhm,4f/
44,44,308.78303,309.06303,mhm,4f/
45,45,314.98961,315.25896,mhm,4f/
46,46,325.29179,325.57285,he,4f/
47,47,325.68996,326.02958,uh,4f/
48,48,331.75515,332.11515,mhm,4f/
49,49,334.74515,335.21515,mhm,4f/
50,50,335.77935,339.23029,and uh o k o k let's go to,0
51,51,346.57525,347.54525,mm so he,0
52,52,347.72525,352.29525,don't do any programming work but he is a leader of his programmers,4f/
53,53,352.82525,353.92247,and we can still,4f
54,54,356.73567,358.54567,uh do some pr- programming work,4f/
55,55,359.57548,359.93705,ok,0
56,56,362.60567,362.97567,sure,0
57,57,372.70857,373.04331,mm hm,0
58,58,376.86598,377.13663,mhm,0
59,59,378.04003,378.33003,sure,0
60,60,382.32626,387.78626,sure and uh have your parents divorced,5/
61,61,398.14888,400.29888,but there is a ha such question,5f
62,62,400.85888,401.60888,listed here,5f/
63,63,402.59888,409.42814,and have you bro- ever broken a bone,6/
64,64,413.10498,417.82498,uh you have never broken a bone,6/
