,Unnamed: 0,starttime,endtime,text,question
0,0,27.8269,29.82816,have you ever tweeted,9/
1,1,46.54888,48.27888,is it just because you don't wanna,9f
2,2,48.86535,50.71946,have a twitter account or,9f/
3,3,60.99921,62.55901,have you ever stayed overnight,8
4,4,62.83152,64.47199,in a hospital as a patient,8/
5,5,67.1587,68.04161,what for,8f/
6,6,72.24683,73.42405,what kind of accident,8f/
7,7,80.67436,83.97647,did you break a bone in that car accident have you ever broken a bone,6/ 8f/
8,8,121.71076,124.30063,how many years did you live in your first home,2/
9,9,141.34414,142.78623,what is your mother's job,3/
10,10,150.17041,163.00869,a drafter of what so she designs like houses,3f/
11,11,175.22372,176.93068,what is your father's job,4/
12,12,210.34317,212.6229,um have your parents ever been divorced,5/
13,13,213.52165,214.7229,only do it once but,5f/
14,14,219.26595,221.10595,um so did you live with,5f/
15,15,221.91595,222.75595,who did you live with,5f/
16,16,222.86817,225.36595,in that first home or was it before,5f/
17,17,225.64595,227.16501,you guys moved out of your home,5f/
18,18,242.50203,244.71138,do you have any allergies to any foods,7/
19,19,248.65345,251.05138,so no like milk allergies or gluten,7f/
20,20,257.77831,258.61184,um,0
21,21,262.46721,264.23303,have you ever bought anything on ebay,10/
22,22,266.76404,268.02955,what'd you buy,10f/
23,23,293.51007,294.49078,how does ebay work,10f/
24,24,294.49078,297.11008,did you um,10f
25,25,297.43381,298.81704,do the bidding and everything,10f/
26,26,341.11133,343.46401,do you own an e reader of any kind,11/
27,27,345.91736,347.52736,an e reader,0
28,28,357.56575,360.44993,who was the last person you ha- you were in a physical fight with,12/
29,29,396.34691,409.95133,did you ever cheat on a test in high school um,24/
30,30,410.21939,411.93939,do you currently own a tennis racket,19/
31,31,415.5431,417.21906,did you play tennis in high school,19f/
32,32,422.16161,423.63313,so you,0
33,33,435.23238,436.48238,have you ever gone ice skating,18/
34,34,440.32954,441.39954,where'd you go ice skating at,18f/
35,35,465.79905,466.51935,um,0
36,36,466.69593,469.06905,who ended your last romatic relationship,14/
37,37,486.63358,488.57598,have you ever gotten in trouble with the police,13/
38,38,508.11063,510.52392,whom do you love more your mother or your father,15/
39,39,517.30525,518.24702,how come,8f/
40,40,560.56409,563.83085,wh- what is the most you've ever spent on a pair of shoes,16/
41,41,572.7568,574.05173,what kind of shoes were they,16f/
42,42,591.26518,594.59081,what was the last movie you saw that you really hated,17/
43,43,599.12779,601.62779,was it just because they did a really bad job,17f
44,44,601.91779,603.65779,with the bending in that movie,17f/
45,45,605.03779,606.29779,they did a very terrible job,0
46,46,609.90742,610.43716,yeah,0
47,47,611.08468,622.66586,um how many roommates do you have um,20/
48,48,624.03586,625.17586,if you attend college,21
49,49,625.38586,626.46817,what's your major,21/
50,50,630.0363,630.6863,um,0
51,51,630.7663,632.1163,how come you wanted to get into that,21f/
52,52,646.54491,649.01706,have you ever watched a person or pet die,23/
53,53,654.72655,656.06588,have you ever had a cat,22/
54,54,659.11167,660.23002,what was its name,23f/
55,55,670.6239,673.15491,okay i think that that's all the questions,0
